id,name,description,unit_price,stock,sku,is_available,created_at,updated_at,category
b2d469c3-a7a7-44b4-994d-e4c8d65c839f,Edifier TWS1 Pro,true wireless earbuds with aptX,599.0,95,EL-10040,True,2024-01-24 16:15:10,2024-01-24 16:15:10,electronics
b8363bdc-3b59-4e87-9f82-ab7b419ee3af,Midea Rice Cooker,Smart rice cooker with multiple functions,699.0,65,EL-10041,True,2024-01-25 10:25:25,2024-01-25 10:25:25,electronics
e02ee84f-4331-41fa-9634-9901a4a09755,Samsung T7 SSD 1TB,Portable SSD with USB-C,1099.0,70,EL-10042,True,2024-01-25 13:40:40,2024-01-25 13:40:40,electronics
3a3d9e49-7e74-4f48-abfb-83941e208de9,Huawei MateBook X Pro,Ultrathin laptop with 3K touchscreen,9999.0,30,EL-10043,True,2024-01-26 09:20:55,2024-01-26 09:20:55,electronics
c11c97df-84c4-4d6e-8aa7-9dc22dd49c5b,Kindle Paperwhite,E-reader with adjustable warm light,1099.0,85,EL-10044,True,2024-01-26 11:35:10,2024-01-26 11:35:10,electronics
226bf8ec-11e0-4544-9322-3a0b6a999353,HKBN WiFi 6 Router,High-speed router for home use,699.0,90,EL-10045,True,2024-01-27 14:45:25,2024-01-27 14:45:25,electronics
ff2e2df6-b947-420c-b884-1f338800c048,Miele Triflex HX1 Pro,Premium cordless vacuum cleaner,4999.0,25,EL-10046,True,2024-01-27 16:30:40,2024-01-27 16:30:40,electronics
5ff00d7b-365d-433d-becd-040b880ec45d,Plantronics BackBeat Pro 2,Wireless noise cancelling headphones,1499.0,60,EL-10047,True,2024-01-28 10:15:55,2024-01-28 10:15:55,electronics
8a849ce7-5c55-4cfd-ae20-205721c92925,Harman Kardon Citation One,Smart speaker with Google Assistant,1699.0,50,EL-10048,True,2024-01-28 13:25:10,2024-01-28 13:25:10,electronics
f12407ce-9dfe-4767-bd93-05f91915467d,LG Gram 16,Ultra-lightweight laptop with long battery life,12999.0,35,EL-10049,False,2024-01-29 09:40:25,2024-01-29 09:40:25,electronics
fe1b855a-aa66-4b87-a6ce-486e5d02721e,Acer Predator Gaming PC,High-performance gaming desktop,17999.0,20,EL-10050,True,2024-01-29 11:55:40,2024-01-29 11:55:40,electronics
a1eab65c-464e-44a6-86a3-4c96c4614e60,Uniqlo AIRism T-shirt,Breathable lightweight t-shirt for summer,99.0,300,CL-20001,True,2024-01-05 10:20:15,2024-01-05 10:20:15,clothing
a86b563c-abbf-459d-b1a1-b1e8cda75b28,G2000 Men's Dress Shirt,Business formal shirt with wrinkle-free technology,399.0,150,CL-20002,True,2024-01-05 13:35:30,2024-01-05 13:35:30,clothing
78a2f84a-f31b-48be-9863-4abefcf9afe0,Giordano Polo Shirt,Classic polo shirt with cotton blend,159.0,250,CL-20003,True,2024-01-06 09:25:45,2024-01-06 09:25:45,clothing
0b8b9bb1-1713-4f64-b34c-b8e757acab9e,Baleno Slim Fit Jeans,Comfortable everyday jeans,239.0,200,CL-20004,True,2024-01-06 11:40:00,2024-01-06 11:40:00,clothing
5285afd8-8212-4106-a7d9-973a0929c854,Bossini Hooded Jacket,Lightweight casual jacket,299.0,180,CL-20005,True,2024-01-07 14:15:15,2024-01-07 14:15:15,clothing
808389d1-7ca2-4f06-a7df-b92e89535233,Esprit Summer Dress,Floral pattern dress for warm weather,349.0,120,CL-20006,True,2024-01-07 16:30:30,2024-01-07 16:30:30,clothing
8a6aca9b-54ad-4ae2-8141-606596fb4cbe,H&M Basic Tee,Essential crew neck t-shirt,79.0,400,CL-20007,True,2024-01-08 09:45:45,2024-01-08 09:45:45,clothing
04852dd0-4b5b-4f0f-8b5f-cec53c8f5f81,FILA Sports Leggings,High-waisted workout leggings,259.0,150,CL-20008,True,2024-01-08 11:55:00,2024-01-08 11:55:00,clothing
1b526da9-79fc-4b89-a9a0-54d9cb339d66,Nike Dri-FIT Running Shorts,Moisture-wicking athletic shorts,299.0,180,CL-20009,True,2024-01-09 14:10:15,2024-01-09 14:10:15,clothing
173e39de-07e5-41e0-8630-de71af211078,Adidas Ultraboost Shoes,Premium running shoes with Boost technology,1399.0,100,CL-20010,True,2024-01-09 16:25:30,2024-01-09 16:25:30,clothing
538a9027-06d8-4146-836e-8237dd104347,Under Armour Compression Shirt,Base layer for athletic performance,299.0,120,CL-20011,True,2024-01-10 09:40:45,2024-01-10 09:40:45,clothing
7666e63d-afab-4dd4-85be-d05f545f5550,Padini Office Skirt,Professional A-line skirt,219.0,150,CL-20012,True,2024-01-10 11:55:00,2024-01-10 11:55:00,clothing
6b804f2c-4b36-4780-b4e0-f703e132fbef,Zara Blazer,Modern fitted blazer for work,599.0,90,CL-20013,False,2024-01-11 14:10:15,2024-01-11 14:10:15,clothing
d15771e9-4de5-4847-8605-11a3dc0720de,Cotton On Pajama Set,Comfortable sleepwear set,199.0,130,CL-20014,True,2024-01-11 16:25:30,2024-01-11 16:25:30,clothing
506ecb09-8f5c-40ff-8af9-1c21e79f1cf7,Levi's 501 Jeans,Original fit denim jeans,599.0,120,CL-20015,True,2024-01-12 09:40:45,2024-01-12 09:40:45,clothing
26c0a9c8-c815-4388-9fb3-82d2d9f13b58,Marks & Spencer Wool Coat,Classic winter coat,1299.0,80,CL-20016,True,2024-01-12 11:55:00,2024-01-12 11:55:00,clothing
fa1c7c40-7cdb-4cc1-8790-e3d694725fe7,The North Face Raincoat,Waterproof outdoor jacket,1099.0,70,CL-20017,True,2024-01-13 14:10:15,2024-01-13 14:10:15,clothing
a43d9cba-273f-4b07-a7ce-2657570e0957,Triumph Underwear Set,Premium lingerie set,399.0,100,CL-20018,True,2024-01-13 16:25:30,2024-01-13 16:25:30,clothing
5d6415e8-66b8-42cb-8f37-804c8c6d45f5,New Balance Sneakers,Casual everyday shoes,799.0,110,CL-20019,True,2024-01-14 09:40:45,2024-01-14 09:40:45,clothing
2b7065f3-fce6-45ed-8f77-13533363c4e8,Timberland Waterproof Boots,Durable outdoor boots,1799.0,60,CL-20020,True,2024-01-14 11:55:00,2024-01-14 11:55:00,clothing
79d1e3c6-c6f5-4824-a262-c8366ae9c717,Muji Linen Shirt,Breathable summer shirt,399.0,140,CL-20021,True,2024-01-15 14:10:15,2024-01-15 14:10:15,clothing
cafe9d22-2754-4e55-9cf7-d81d6e5c05a3,Topshop Denim Skirt,Casual A-line skirt,299.0,130,CL-20022,True,2024-01-15 16:25:30,2024-01-15 16:25:30,clothing
eb5c4c1b-2bbf-41ff-a338-e99fdcc1b3ab,Converse Chuck Taylor,Classic canvas sneakers,599.0,150,CL-20023,True,2024-01-16 09:40:45,2024-01-16 09:40:45,clothing
d15e3f52-5b2b-4613-b111-04d182f85047,Puma Training Jacket,Lightweight sports jacket,499.0,120,CL-20024,True,2024-01-16 11:55:00,2024-01-16 11:55:00,clothing
cd1a8e59-e86f-41d3-aeda-6c4b8c882578,Lacoste Polo Shirt,Classic crocodile logo polo,699.0,90,CL-20025,True,2024-01-17 14:10:15,2024-01-17 14:10:15,clothing
d8129916-397a-4e79-95d8-a51e8ef77107,Calvin Klein Underwear,Cotton boxer briefs 3-pack,299.0,200,CL-20026,False,2024-01-17 16:25:30,2024-01-17 16:25:30,clothing
ff5bc89f-a41c-4cd6-9aea-849b652317bb,ALDO Leather Shoes,Formal dress shoes,899.0,80,CL-20027,True,2024-01-18 09:40:45,2024-01-18 09:40:45,clothing
4696351f-8ce3-473b-a813-d90ca0c75494,Columbia Hiking Pants,Convertible outdoor trousers,799.0,70,CL-20028,True,2024-01-18 11:55:00,2024-01-18 11:55:00,clothing
5a56660a-ba80-4cb9-b128-6a5c24902fe8,Crocs Classic Clogs,Comfortable casual footwear,299.0,160,CL-20029,True,2024-01-19 14:10:15,2024-01-19 14:10:15,clothing
24c8f211-003a-4832-9d2e-32804f500259,Tommy Hilfiger Dress Shirt,Premium cotton formal shirt,599.0,100,CL-20030,True,2024-01-19 16:25:30,2024-01-19 16:25:30,clothing
3821b914-a984-4740-9758-a8db57547e3f,Givenchy T-shirt,Designer logo t-shirt,2999.0,40,CL-20031,True,2024-01-20 09:40:45,2024-01-20 09:40:45,clothing
a5f7ea4a-871d-44ee-9448-c552cf35d76c,Vans Old Skool,Classic skate shoes,599.0,130,CL-20032,True,2024-01-20 11:55:00,2024-01-20 11:55:00,clothing
6819f882-0082-4cd6-94e8-64cfabfa4bcd,Chow Tai Fook Jade Pendant,Traditional Hong Kong jewelry with 24K gold setting,5999.0,30,HM-30001,True,2024-01-05 10:25:15,2024-01-05 10:25:15,home
f6e9ffa3-405a-4d35-90ce-111b839cbc4f,IKEA BILLY Bookcase,Versatile bookshelf for home storage,399.0,100,HM-30002,True,2024-01-05 13:40:30,2024-01-05 13:40:30,home
3ffa8e6e-50fd-4c62-a4ca-b96a68b55ba4,Royal Doulton Tea Set,Fine bone china tea set,1299.0,50,HM-30003,True,2024-01-06 09:30:45,2024-01-06 09:30:45,home
05f21dc3-4941-4001-8a5b-2ebe10b02f06,Japanese Cast Iron Teapot,Traditional tetsubin with enamel interior,599.0,60,HM-30004,True,2024-01-06 11:45:00,2024-01-06 11:45:00,home
716a4cd7-b0fd-41a7-a344-c568f007c3b4,Hong Kong Skyline Wall Art,Canvas print of Victoria Harbour,499.0,80,HM-30005,True,2024-01-07 14:20:15,2024-01-07 14:20:15,home
44e0f639-9734-40bf-b9b4-32aab4d296ed,Bamboo Steamer Set,Traditional dim sum steamer baskets,149.0,120,HM-30006,False,2024-01-07 16:35:30,2024-01-07 16:35:30,home
901520aa-9a44-4fe3-9230-4ebe0f537a7c,Lock & Lock Food Container Set,Air-tight food storage set,199.0,150,HM-30007,True,2024-01-08 09:50:45,2024-01-08 09:50:45,home
917f1aa9-2873-4229-9e18-74286bacc0c8,HK-style Milk Tea Glass Set,Classic local café style glasses,129.0,100,HM-30008,True,2024-01-08 12:05:00,2024-01-08 12:05:00,home
4aed4713-3119-43b0-b0fe-04cf50c8ac60,Xiaomi Smart Light Bulb,Color-changing WiFi bulb,99.0,200,HM-30009,True,2024-01-09 14:15:15,2024-01-09 14:15:15,home
9fbb808a-1ea7-467b-911f-1491331307dc,MUJI Aroma Diffuser,Minimalist essential oil diffuser,599.0,70,HM-30010,True,2024-01-09 16:30:30,2024-01-09 16:30:30,home
9c8d61c3-7560-47eb-9dab-8a51eec62452,WMF Cookware Set,Premium stainless steel pots and pans,2999.0,30,HM-30011,True,2024-01-10 09:45:45,2024-01-10 09:45:45,home
2a4a0d6b-4abc-43b8-8f0d-5ab68792d4ea,Tiger Rice Cooker,Made-in-Japan rice cooker,1499.0,60,HM-30012,True,2024-01-10 12:00:00,2024-01-10 12:00:00,home
b0ec1bac-bb33-4a30-99e6-6b67629476ed,Chinese Calligraphy Set,Traditional brush writing set,299.0,50,HM-30013,True,2024-01-11 14:15:15,2024-01-11 14:15:15,home
65044ed9-7065-4b04-a1b6-5f505a415ce3,JYSK Bedding Set,Cotton duvet cover with pillowcases,399.0,90,HM-30014,True,2024-01-11 16:30:30,2024-01-11 16:30:30,home
e0b8ff40-a743-4b10-a761-2a37e8399b11,Zodiac Crystal Ornament,Chinese zodiac figurine in crystal,199.0,120,HM-30015,True,2024-01-12 09:45:45,2024-01-12 09:45:45,home
db5f6e01-08b5-455d-8d64-9e138468ccad,Philips Air Purifier,HEPA filter air cleaner for small rooms,1299.0,40,HM-30016,True,2024-01-12 12:00:00,2024-01-12 12:00:00,home
aae73fc0-8a5e-4f41-bed9-b0f81923793d,Fissler Pressure Cooker,German-engineered stainless steel cooker,1999.0,25,HM-30017,True,2024-01-13 14:15:15,2024-01-13 14:15:15,home
7462efab-e126-4da1-a834-bb339fae4487,Microfiber Bath Towel Set,Quick-dry towel set of 4,259.0,100,HM-30018,True,2024-01-13 16:30:30,2024-01-13 16:30:30,home
c46e57c6-a90b-4b4c-8f46-4c644d177076,Laurastar Steam Iron,Premium Swiss garment care system,3499.0,15,HM-30019,True,2024-01-14 09:45:45,2024-01-14 09:45:45,home
b424f935-d06d-400d-a2a1-763fc00e20e2,Sharp Electric Fan,Quiet operation pedestal fan,499.0,80,HM-30020,True,2024-01-14 12:00:00,2024-01-14 12:00:00,home
86d87829-8acc-4a04-b2c4-c110134a4015,Corelle Dinner Set,Chip-resistant dinnerware set for 6,899.0,60,HM-30021,True,2024-01-15 14:15:15,2024-01-15 14:15:15,home
d1107c02-890c-4688-a357-7f92bda924af,Chinese Tea Ceremony Set,Porcelain gongfu tea set,599.0,40,HM-30022,True,2024-01-15 16:30:30,2024-01-15 16:30:30,home
19c942c4-4841-45f8-bf20-76e45d4f9151,Kitchen Knife Set,Professional chef knives with block,799.0,50,HM-30023,False,2024-01-16 09:45:45,2024-01-16 09:45:45,home
293631c1-9631-44f3-9fab-155d1b4faeea,Mahjong Set,Traditional game with case,699.0,55,HM-30024,True,2024-01-16 12:00:00,2024-01-16 12:00:00,home
48258cb6-6e37-4dd7-99e7-f22e50a648e0,Smart Door Lock,Fingerprint and password security,1599.0,35,HM-30025,True,2024-01-17 14:15:15,2024-01-17 14:15:15,home
1e09a88a-451c-4b54-911a-a675f7b46575,Space-Saving Clothes Rack,Retractable indoor drying system,299.0,90,HM-30026,True,2024-01-17 16:30:30,2024-01-17 16:30:30,home
871a0861-ad7f-4662-8a28-68e1b8dd9f75,Ceramic Tea Mug with Infuser,Personal tea brewing mug,179.0,120,HM-30027,True,2024-01-18 09:45:45,2024-01-18 09:45:45,home
8b02fbad-f0a8-4164-818d-90972b3e3536,Stainless Steel Wok,Traditional Chinese cooking pan,399.0,70,HM-30028,True,2024-01-18 12:00:00,2024-01-18 12:00:00,home
cdd125e3-ef1c-46c9-9537-3c193f062830,Feng Shui Wealth Ornament,Prosperity decoration for home,159.0,100,HM-30029,True,2024-01-19 14:15:15,2024-01-19 14:15:15,home
915242b0-2998-486c-aa63-3cb09c49f3c9,Vacuum Storage Bags,Space-saving compression bags,99.0,150,HM-30030,True,2024-01-19 16:30:30,2024-01-19 16:30:30,home
d6bfb19f-b420-4fb9-8a92-547b9d86ea36,LEGO Star Wars Set,Millennium Falcon building set,1299.0,40,TY-40001,True,2024-01-05 10:30:15,2024-01-05 10:30:15,toys
24b6a561-8e41-464f-979a-e76a43f8b0ac,Octopus Card Game,Hong Kong-themed card game for families,129.0,80,TY-40002,False,2024-01-05 13:45:30,2024-01-05 13:45:30,toys
212b18a2-2e23-46d2-9493-9dde6a9b26d6,MTR Playset,Miniature Hong Kong MTR station and train,249.0,60,TY-40003,True,2024-01-06 09:35:45,2024-01-06 09:35:45,toys
a76e6c5f-e7c3-446c-9ca9-ab8b8303dc57,Barbie Collector Doll,Limited edition fashion doll,399.0,50,TY-40004,True,2024-01-06 11:50:00,2024-01-06 11:50:00,toys
02f017eb-fbe8-4ff3-8f90-82bbc405dc5e,Remote Control Drone,Entry-level camera drone,599.0,45,TY-40005,True,2024-01-07 14:25:15,2024-01-07 14:25:15,toys
ebb5e439-856d-4176-b588-fe8c588cba8c,Monopoly Hong Kong Edition,Local version of classic board game,269.0,70,TY-40006,True,2024-01-07 16:40:30,2024-01-07 16:40:30,toys
09c94971-8ac0-4f6f-9a75-6410522552c6,Nerf Blaster,Foam dart launcher toy,299.0,90,TY-40007,True,2024-01-08 09:55:45,2024-01-08 09:55:45,toys
b69ec2dc-b8db-4f24-acfe-562974fa7aaf,Hot Wheels Car Set,Collectible die-cast vehicles 10-pack,159.0,100,TY-40008,False,2024-01-08 12:10:00,2024-01-08 12:10:00,toys
5f27e811-3289-4d7f-879c-43c80f3bfa86,Rubik's Cube,Classic 3x3 puzzle cube,99.0,120,TY-40009,True,2024-01-09 14:20:15,2024-01-09 14:20:15,toys
3e6d138a-ab10-437b-91a6-8e132e696dd4,Disney Princess Doll,Collectible character doll,199.0,80,TY-40010,True,2024-01-09 16:35:30,2024-01-09 16:35:30,toys
4c1f5761-06a8-4f25-be0b-f02039a8abc6,Nintendo Amiibo Figure,Interactive gaming figure,119.0,70,TY-40011,True,2024-01-10 09:50:45,2024-01-10 09:50:45,toys
ed9db6cb-5d58-4698-ad91-be31e3703a3e,Play-Doh Creative Kit,Modeling clay set with tools,149.0,90,TY-40012,True,2024-01-10 12:05:00,2024-01-10 12:05:00,toys
506f2796-9d3a-4a07-a321-1f501e724f9c,Tamagotchi Digital Pet,Virtual pet electronic toy,199.0,60,TY-40013,True,2024-01-11 14:20:15,2024-01-11 14:20:15,toys
14d78028-7104-46a0-89d6-9975c597914a,Baby Shark Plush Toy,Singing plush character,159.0,100,TY-40014,True,2024-01-11 16:35:30,2024-01-11 16:35:30,toys
884b82e0-2dfa-4a8e-91be-f519182f9076,UNO Card Game,Classic family card game,79.0,150,TY-40015,True,2024-01-12 09:50:45,2024-01-12 09:50:45,toys
cb9e5e9d-800d-430b-bdd4-9ca766ed8f34,Minecraft LEGO Set,Building block set of popular game,399.0,40,TY-40016,True,2024-01-12 12:05:00,2024-01-12 12:05:00,toys
ef42aa02-a35f-4e11-ae41-512db3ad8dc7,Pokemon Trading Cards,Booster pack with 10 cards,69.0,200,TY-40017,True,2024-01-13 14:20:15,2024-01-13 14:20:15,toys
052906f6-01cd-4b82-9d1b-a29ea86192ea,Catan Board Game,Strategic settlement board game,399.0,50,TY-40018,True,2024-01-13 16:35:30,2024-01-13 16:35:30,toys
8299ea6a-3dba-4a05-9704-bf83ef450390,Transformer Action Figure,Converting robot toy,249.0,60,TY-40019,True,2024-01-14 09:50:45,2024-01-14 09:50:45,toys
f822bf2d-5703-4c32-a9bf-ef126acd9fe4,Jellycat Stuffed Animal,Premium soft plush toy,269.0,70,TY-40020,True,2024-01-14 12:05:00,2024-01-14 12:05:00,toys
b34d875f-72d7-4512-ac6e-f683ed5ed60c,Xiaomi Wireless Earbuds,Affordable TWS earphones,399.0,95,EL-10051,True,2024-01-30 14:30:55,2024-01-30 14:30:55,electronics
0d18bcee-2dc2-40fc-9670-30c064ced6a1,Panasonic Hair Dryer,1800W salon professional dryer,399.0,70,EL-10052,True,2024-01-30 16:45:10,2024-01-30 16:45:10,electronics
48fcedeb-d3dc-474e-acf3-cffefeadd20c,Olympus Tough Camera,Waterproof point-and-shoot camera,2999.0,35,EL-10053,True,2024-01-31 10:25:25,2024-01-31 10:25:25,electronics
c8997e59-57db-4e1e-8ed4-348c1a242d9f,Roborock Robot Vacuum,Smart vacuum with mopping function,2999.0,40,EL-10054,True,2024-01-31 13:40:40,2024-01-31 13:40:40,electronics
6e832032-8985-4ff2-8947-deca7688f50d,Seagate Backup Plus 5TB,External desktop hard drive,1299.0,55,EL-10055,True,2024-02-01 09:20:55,2024-02-01 09:20:55,electronics
f9b1c8b0-19b0-4267-b165-4d0fb57566d3,Suunto Sports Watch,GPS multisport watch,3299.0,30,EL-10056,True,2024-02-01 11:35:10,2024-02-01 11:35:10,electronics
a065fd2b-c09c-4051-83bd-0abcab9f7413,B&O Bluetooth Speaker,Premium portable speaker,2199.0,40,EL-10057,True,2024-02-02 14:45:25,2024-02-02 14:45:25,electronics
7aa09e6c-ac06-43c2-bbc3-4a4c3f79d84f,Philips Electric Toothbrush,Sonic cleaning technology with app,899.0,65,EL-10058,True,2024-02-02 17:00:40,2024-02-02 17:00:40,electronics
74462692-db14-4dc5-8070-2c58ad0b3300,TP-Link WiFi Extender,Network signal booster,299.0,90,EL-10059,True,2024-02-03 10:15:55,2024-02-03 10:15:55,electronics
260420b3-71e0-4ad6-a795-e4bb476d7d0e,Epson EcoTank Printer,Refillable ink tank printer,2199.0,40,EL-10060,True,2024-02-03 13:25:10,2024-02-03 13:25:10,electronics
14f114f9-5067-40e6-80df-988021287721,HP Spectre Laptop,Premium thin and light laptop,13999.0,25,EL-10061,False,2024-02-04 09:40:25,2024-02-04 09:40:25,electronics
c22e0a7e-d80f-4910-89f5-4a3035d347f0,Marshall Headphones,Retro-design over-ear headphones,1899.0,45,EL-10062,True,2024-02-04 11:55:40,2024-02-04 11:55:40,electronics
